iter	MultiClass
377	0.5835560812
378	0.5834469554
379	0.5833273603
380	0.5832219656
381	0.5830597873
382	0.5829341601
383	0.5827774293
384	0.5826612516
385	0.58252663
386	0.5824057143
387	0.5822914943
388	0.5821541372
389	0.582046041
390	0.5819301089
391	0.5818237725
392	0.5816892572
393	0.581566686
394	0.5814199907
395	0.5813087093
396	0.5811946728
397	0.5810554298
398	0.5809303797
399	0.5808117139
400	0.5806784299
401	0.5805618987
402	0.5804188458
403	0.5803088221
404	0.5802124363
405	0.5801211491
406	0.5800030418
407	0.5799005297
408	0.5798019125
409	0.5796335445
410	0.5795258908
411	0.5794199697
412	0.5793258058
413	0.5791944055
414	0.5790925559
415	0.5789819485
416	0.5789075324
417	0.5787741729
418	0.5786570935
419	0.5785709577
420	0.5784593088
421	0.5783203025
422	0.5781864848
423	0.5780241903
424	0.5779013248
425	0.5777810645
426	0.5776642085
427	0.5775738391
428	0.5774770843
429	0.5773735571
430	0.5772724589
431	0.5771728902
432	0.5770701805
433	0.5769514462
434	0.5768122052
435	0.5767286097
436	0.5766324046
437	0.5765323278
438	0.5764394009
439	0.5763460135
440	0.5762490759
441	0.5761599899
442	0.5760538303
443	0.5759625504
444	0.5758724391
445	0.5758071995
446	0.5756676277
447	0.5755297211
448	0.5754213277
449	0.5753356335
450	0.5752267509
451	0.575148532
452	0.5750599297
453	0.5749910495
454	0.5749080786
455	0.5748316359
456	0.5747404566
457	0.5746579263
458	0.5745299416
459	0.5744453304
460	0.5743568197
461	0.5742615371
462	0.5741621953
463	0.5740746196
464	0.5739476979
465	0.5738554612
466	0.5737845173
467	0.5736703817
468	0.5735960393
469	0.5735153462
470	0.5734035905
471	0.5733033059
472	0.5732129076
473	0.5731124769
474	0.57302069
475	0.5729238121
476	0.5728119067
477	0.572690519
478	0.572619959
479	0.572538909
480	0.5724667591
481	0.5723484655
482	0.5722767499
483	0.5721982693
484	0.5721197372
485	0.5720102728
486	0.5719204203
487	0.5718348166
488	0.5717409416
489	0.5716529388
490	0.5715805566
491	0.5715111429
492	0.5714281248
493	0.5713558275
494	0.5712860733
495	0.571205584
496	0.5711338795
497	0.5710537083
498	0.5709735177
499	0.5709087036
500	0.5708279875
501	0.5707661967
502	0.57068356
503	0.5705901706
504	0.5705350054
505	0.5704721396
506	0.5704070086
507	0.5703250696
508	0.5702458595
509	0.5701737095
510	0.5700442456
511	0.5699631415
512	0.5698948972
513	0.5697811157
514	0.5697043431
515	0.5696313332
516	0.5695534411
517	0.5694902626
518	0.5694103668
519	0.5693407478
520	0.569220668
521	0.5691455879
522	0.5690966891
523	0.5690280711
524	0.5689260546
525	0.5688721106
526	0.5687783482
527	0.5687188281
528	0.5686554883
529	0.5685980623
530	0.5685214696
531	0.5684438718
532	0.5683859785
533	0.5683096288
534	0.5682335107
535	0.5681310311
536	0.5680349991
537	0.5679693794
538	0.5679197774
539	0.5678719402
540	0.5678109092
541	0.5677526319
542	0.5677031682
543	0.5676401802
544	0.5675742184
545	0.567433355
546	0.5673397194
547	0.5672379225
548	0.5671813577
549	0.5671192743
550	0.5670516802
551	0.5669943323
552	0.5669403943
553	0.5668867899
554	0.5668275522
555	0.5667765281
556	0.5667217474
557	0.5666499061
558	0.5665812647
559	0.5665358551
560	0.5664707156
561	0.5664125906
562	0.5663514961
563	0.5662932885
564	0.5662124424
565	0.5661580989
566	0.5660880623
567	0.5660346364
568	0.5659732949
569	0.5659215141
570	0.5658377257
571	0.5657709404
572	0.5657090232
573	0.5656412204
574	0.5655858958
575	0.5655352951
576	0.5654174378
577	0.5653403005
578	0.5652664873
579	0.5652044472
580	0.5651341349
581	0.5650810729
582	0.5650283436
583	0.5649784816
584	0.5649357033
585	0.5648738426
586	0.5648105993
587	0.5647562962
588	0.5647067041
589	0.5646590542
590	0.5646054796
591	0.5645528246
592	0.5644799039
593	0.5644291475
594	0.5643550177
595	0.5643050722
596	0.5642571139
597	0.5641857449
598	0.5641015783
599	0.5640484029
600	0.5639986931
601	0.5639333839
602	0.5638765086
603	0.5637624415
604	0.5637004862
605	0.5635909523
606	0.5635461186
607	0.5634873704
608	0.5634414076
609	0.5633629806
610	0.5633128396
611	0.5632608934
612	0.563208204
613	0.5631511759
614	0.5631092752
615	0.5630632025
616	0.5630028613
617	0.5629610504
618	0.5629082952
619	0.5628419982
620	0.5627960326
621	0.5627430857
622	0.5626892403
623	0.5626186362
624	0.5625752159
625	0.562526934
626	0.5624688072
627	0.5623961686
628	0.5623391047
629	0.5622964979
630	0.5622575852
631	0.5622026904
632	0.5621484403
633	0.5621044583
634	0.5620626891
635	0.5620205399
636	0.5619696152
637	0.5619184461
638	0.5618498577
639	0.5617660167
640	0.5616874646
641	0.5616390297
642	0.5615900726
643	0.5615420372
644	0.56145556
645	0.5614087017
646	0.5613469979
647	0.561303002
648	0.5612498725
649	0.5612070294
650	0.5611733825
651	0.5611198305
652	0.5610858547
653	0.5610493045
654	0.5609937407
655	0.560949496
656	0.5609050911
657	0.5608726077
658	0.5608307092
659	0.5607589158
660	0.560718362
661	0.560666142
662	0.5606188945
663	0.5605889765
664	0.5605520477
665	0.5605130221
666	0.5604804231
667	0.5604418276
668	0.5604037979
669	0.5603588508
670	0.5602988182
671	0.5602472066
672	0.5601958956
673	0.5601474352
674	0.5601092064
675	0.5600723757
676	0.5600125272
677	0.5599665481
678	0.5599328574
679	0.5598933781
680	0.5598635141
681	0.5598187867
682	0.5597905277
683	0.5597585459
684	0.5597257295
685	0.5596791531
686	0.5596354072
687	0.5595925548
688	0.5595413554
689	0.5595048013
690	0.5594325644
691	0.5593956311
692	0.5593637599
693	0.5593192379
694	0.5592903827
695	0.5592468449
696	0.5591643464
697	0.5591202353
698	0.5590891732
699	0.5590577507
700	0.5590189388
701	0.5589766155
702	0.5589337104
703	0.5588922324
704	0.5588507066
705	0.5588084292
706	0.5587626
707	0.5587292594
708	0.5586808597
709	0.5586064978
710	0.5585771657
711	0.5585384178
712	0.5585050376
713	0.5584737098
714	0.5584373213
715	0.5583925934
716	0.5583585037
717	0.5583292686
718	0.5582969269
719	0.5582600479
720	0.5581855981
721	0.5581169131
722	0.558081517
723	0.5580358212
724	0.5579857641
725	0.5579490902
726	0.5578907999
727	0.5578576148
728	0.5577999651
729	0.5577731898
730	0.55774809
731	0.5577079488
732	0.5576652146
733	0.5576218039
734	0.5575795895
735	0.5575345659
736	0.5574973834
737	0.5574658695
738	0.5574156919
739	0.5573811795
740	0.55734496
741	0.5573104903
742	0.5572691203
743	0.5572121633
744	0.5571805535
745	0.5570992715
746	0.5570696913
747	0.5570398251
748	0.5570116939
749	0.5569790392
750	0.5569442215
751	0.5569090859
752	0.5568809566
753	0.5568409814
754	0.5568012534
755	0.5567596908
756	0.5567295707
757	0.5566973375
758	0.5566713389
759	0.5566400325
760	0.5565945063
761	0.5565507727
762	0.5565126469
763	0.5564715865
764	0.5564395387
765	0.5563840526
766	0.5563500509
767	0.5563241678
768	0.5562858501
769	0.5562159234
770	0.5561884168
771	0.5561512092
772	0.5561158325
773	0.5560813629
774	0.5560550887
775	0.5560265125
776	0.5559806915
777	0.5559586878
778	0.5559328142
779	0.5559059424
780	0.5558734896
781	0.5558264832
782	0.5557886937
783	0.5557537579
784	0.5557050828
785	0.5556772267
786	0.5556446124
787	0.5556126015
788	0.5555857506
789	0.5555551464
790	0.5555211855
791	0.5555001507
792	0.5554797701
793	0.5554579985
794	0.5554321304
795	0.5553528219
796	0.5553152552
797	0.5552478174
798	0.555226083
799	0.5551939771
800	0.5551444689
801	0.5551102605
802	0.5550914656
803	0.5550686992
804	0.5550405942
805	0.5550135035
806	0.5549906372
807	0.5549660464
808	0.5549276631
809	0.5548680634
810	0.5548349576
811	0.5548091046
812	0.5547831869
813	0.5547515572
814	0.5547224272
815	0.5546889668
816	0.5546589969
817	0.5546343275
818	0.5545967324
819	0.5545653599
820	0.5545376972
821	0.5545054986
822	0.5544775896
823	0.5544461669
824	0.5543965294
825	0.5543735635
826	0.554338215
827	0.5543199521
828	0.5542859747
829	0.554253846
830	0.5542364103
831	0.5542028923
832	0.5541580077
833	0.5541296272
834	0.5540946891
835	0.5540678598
836	0.5540341397
837	0.5540110514
838	0.5539780272
839	0.5539485144
840	0.5539159289
841	0.5538775111
842	0.5538494452
843	0.553817052
844	0.5537920603
845	0.5537651372
846	0.5537443402
847	0.5537261524
848	0.5536923826
849	0.5536633386
850	0.5536331115
851	0.5536076469
852	0.5535797264
853	0.5535576253
854	0.5535220562
855	0.5534959259
856	0.5534671528
857	0.5534452317
858	0.5533828009
859	0.553353355
860	0.5533194507
861	0.5533021992
862	0.5532806631
863	0.5532532889
864	0.5532277166
865	0.5532122671
866	0.5531848213
867	0.5531537811
868	0.5531363533
869	0.5531139836
870	0.5530926825
871	0.5530474073
872	0.5530129218
873	0.5529859639
874	0.5529601682
875	0.5529406811
876	0.5529185246
877	0.5528883725
878	0.552861114
879	0.5528402286
880	0.5528207033
881	0.55278938
882	0.5527662555
883	0.5527435132
884	0.5527156265
885	0.5526696224
886	0.5526535969
887	0.5526197582
888	0.5525924263
889	0.5525602981
890	0.5525359779
891	0.5525090995
892	0.5524892912
893	0.5524523236
894	0.5524255125
895	0.552394956
896	0.5523673749
897	0.5523468324
898	0.5523200261
899	0.5522880793
900	0.5522609191
901	0.5522251798
902	0.5521976575
903	0.5521773509
904	0.5521500478
905	0.5521235204
906	0.5520998685
907	0.552077405
908	0.5520574608
909	0.5520321505
910	0.5520162024
911	0.5520006948
912	0.5519792603
913	0.5519546776
914	0.5519291556
915	0.5519035278
916	0.5518844142
917	0.5518608098
918	0.5518400472
919	0.5518198644
920	0.5517833082
921	0.5517679604
922	0.5517371866
923	0.551717663
924	0.5516816645
925	0.5516288544
926	0.5516008363
927	0.5515816604
928	0.5515630056
929	0.5515331676
930	0.5515107794
931	0.551483928
932	0.5514567991
933	0.5514390304
934	0.5514143985
935	0.551376206
936	0.5513422019
937	0.551318742
938	0.5513007843
939	0.5512831279
940	0.5512492824
941	0.5512239259
942	0.5512067714
943	0.55118724
944	0.5511539968
945	0.551134323
946	0.5511135324
947	0.5510940414
948	0.5510701637
949	0.5510522793
950	0.5510356165
951	0.5510136303
952	0.5509898186
953	0.5509733124
954	0.5509458691
955	0.5509292497
956	0.5509068598
957	0.550880394
958	0.5508549116
959	0.5508373971
960	0.5508194566
961	0.5507969711
962	0.5507633135
963	0.5507419042
964	0.5507175915
965	0.5506993486
966	0.5506821073
967	0.5506568648
968	0.5506383594
969	0.5506137821
970	0.5505978779
971	0.5505718743
972	0.5505506026
973	0.5505287141
974	0.5505050394
975	0.5504864545
976	0.5504701412
977	0.5504454024
978	0.5504288867
979	0.5504085806
980	0.5503847615
981	0.5503667343
982	0.5503503775
983	0.5503346749
984	0.5503144556
985	0.5502916599
986	0.5502627728
987	0.5502465823
988	0.5502168552
989	0.5501938678
990	0.5501781852
991	0.550158211
992	0.5501427888
993	0.5501218817
994	0.5501062955
995	0.5500843897
996	0.5500520482
997	0.5500371263
998	0.5500206839
999	0.5499990008
