iter	MultiClass
414	0.6605865758
415	0.6605011907
416	0.6603553084
417	0.6602308809
418	0.6600373612
419	0.6599055081
420	0.659731041
421	0.6596399882
422	0.659507547
423	0.6593401027
424	0.6592559757
425	0.6590804087
426	0.6589199665
427	0.6587659664
428	0.6586077563
429	0.6584220641
430	0.6582841831
431	0.6581289412
432	0.6580471985
433	0.657931328
434	0.6577622984
435	0.6576101696
436	0.6574832805
437	0.6573854247
438	0.6571862819
439	0.6570166559
440	0.6568450185
441	0.6567049837
442	0.6566059578
443	0.6564605652
444	0.6563175716
445	0.656167784
446	0.6560078943
447	0.6558691157
448	0.6557275433
449	0.655555367
450	0.6554379097
451	0.6553432108
452	0.6552231251
453	0.6550616974
454	0.6549853565
455	0.6548521632
456	0.6547052892
457	0.6546084232
458	0.6544667345
459	0.6543260133
460	0.6541144703
461	0.65397412
462	0.6538893474
463	0.6537232764
464	0.6536178719
465	0.6535043057
466	0.6533886047
467	0.6532657296
468	0.6531712575
469	0.6530704487
470	0.6529716661
471	0.6528047246
472	0.6526811633
473	0.6526253877
474	0.6525130262
475	0.6524223643
476	0.6522874814
477	0.6521414516
478	0.6520444652
479	0.6518878904
480	0.6517673641
481	0.6517007037
482	0.651603139
483	0.6514892168
484	0.6513939427
485	0.6512799036
486	0.651213871
487	0.651064999
488	0.650984472
489	0.6509038435
490	0.6508251165
491	0.6507353338
492	0.6505666671
493	0.6504348501
494	0.6503566309
495	0.6502985135
496	0.650197343
497	0.6500728353
498	0.6499568786
499	0.6498864785
