iter	Logloss
295	0.08711510291
296	0.08699051295
297	0.08679070888
298	0.08660775992
299	0.08645883413
300	0.08629445394
301	0.08620925512
302	0.08605302077
303	0.08580585186
304	0.08563478128
305	0.08549828945
306	0.08532282903
307	0.08527899326
308	0.08510767228
309	0.08504194211
310	0.08489116962
311	0.0847361325
312	0.08467212384
313	0.08446918194
314	0.08438365447
315	0.08423131698
316	0.08408240685
317	0.08402996357
318	0.08395521898
319	0.08385266426
320	0.08371475611
321	0.08366897974
322	0.08361989339
323	0.08355194874
324	0.08342407227
325	0.08331486629
326	0.08326306465
327	0.08312502348
328	0.08300491724
329	0.08288592999
330	0.0828137207
331	0.08271091559
332	0.08264976306
333	0.08260504307
334	0.08242839324
335	0.08223045936
336	0.08219116993
337	0.08196400178
338	0.08190784943
339	0.08186534393
340	0.08180412097
341	0.081661017
342	0.081620859
343	0.08145740998
344	0.08141776843
345	0.08137294671
346	0.08130934495
347	0.08122865335
348	0.08105538393
349	0.08098238431
350	0.08086327186
351	0.08067039294
352	0.08062546168
353	0.08058078081
354	0.08053374462
355	0.08048764742
356	0.08038849659
357	0.08033835387
358	0.08028451773
359	0.08022698818
360	0.08011094313
361	0.08006025265
362	0.07999776204
363	0.0798345556
364	0.07969219501
365	0.07955505371
366	0.07950830704
367	0.07946559808
368	0.07928103716
369	0.07920164451
370	0.07895407652
371	0.07890163324
372	0.07886397924
373	0.07864707751
374	0.07859750601
375	0.07849857428
376	0.07836237198
377	0.07831371601
378	0.07822574713
379	0.07818590213
380	0.07813078269
381	0.07806319017
382	0.07792431954
383	0.07783742269
384	0.07777987749
385	0.07764088166
386	0.07749989827
387	0.07738421318
388	0.07726121951
389	0.07720254751
390	0.07707954602
391	0.07689389742
392	0.0768561417
393	0.07681755653
394	0.07676543407
395	0.07672577687
396	0.07660060785
397	0.07655561398
398	0.07637203119
399	0.07631712302
400	0.07627389761
401	0.07623005402
402	0.07619509966
403	0.07614374405
404	0.07609448555
405	0.07606131529
406	0.07601499117
407	0.07587448511
408	0.07570104354
409	0.07551051996
410	0.07535289275
411	0.07519664275
412	0.07515060034
413	0.07499444424
414	0.07495630509
415	0.07474217341
416	0.07465504964
417	0.07449965257
418	0.07444946289
419	0.07433175111
420	0.07430127266
421	0.07426325871
422	0.07414161095
423	0.07409159342
424	0.07404199062
425	0.07399839744
426	0.07395489815
427	0.0739076585
428	0.07386620155
429	0.07370646159
430	0.0736640265
431	0.07361271002
432	0.07344945663
433	0.07341285119
434	0.07335792737
435	0.07331222925
436	0.07309885661
437	0.0730578535
438	0.07295131586
439	0.07284610064
440	0.07280423678
441	0.07276495518
442	0.07258955735
443	0.07254618327
444	0.07250984388
445	0.07246632111
446	0.07232677753
447	0.07224992801
448	0.07211291191
449	0.07207525791
450	0.07204062437
451	0.07193346855
452	0.0717880875
453	0.07169668344
454	0.07165749574
455	0.07162572616
456	0.07156673334
457	0.07145631448
458	0.0714050606
459	0.07124079778
460	0.07120796399
461	0.07116699219
462	0.07107684796
463	0.07096912873
464	0.07079815204
465	0.07075770451
466	0.0707245499
467	0.0706918961
468	0.07065799028
469	0.07050008138
470	0.07035108517
471	0.07009538699
472	0.07005742782
473	0.06989965194
474	0.0698259872
475	0.06978114984
476	0.06962487636
477	0.06945871989
478	0.06942727896
479	0.0693957676
480	0.06935799623
481	0.0693258041
482	0.06929241474
483	0.0691604849
484	0.06912869184
485	0.06895232372
486	0.06884476099
487	0.06871010805
488	0.06863922119
489	0.06860921224
490	0.06849160219
491	0.06827268943
492	0.06813506298
493	0.06809492845
494	0.06806044358
495	0.06803096673
496	0.06789265951
497	0.06781711676
498	0.06771944486
499	0.06750253531
500	0.06746999887
501	0.06731075189
502	0.06728190104
503	0.06724643805
504	0.067216836
505	0.06712067433
506	0.0670211479
507	0.06698217147
508	0.06681011493
509	0.06673483824
510	0.06653365698
511	0.06650396885
512	0.06636044233
513	0.06627242651
514	0.066172188
515	0.06614265638
516	0.06611190405
517	0.06606856126
518	0.06596560747
519	0.06593405699
520	0.06585554074
521	0.06568425888
522	0.06565784943
523	0.06563261374
524	0.06560186924
525	0.06545725113
526	0.06535571367
527	0.06532797789
528	0.06523719983
529	0.06513902322
530	0.06510293031
531	0.06504549467
532	0.06495923947
533	0.06493229793
534	0.06481815436
535	0.06467647455
536	0.06462963398
537	0.06453646146
538	0.06451139792
539	0.06442233746
540	0.06436288687
541	0.06432351919
542	0.06416409224
543	0.0639855644
544	0.06378266163
545	0.06369711069
546	0.06364639673
547	0.0635448358
548	0.06351416172
549	0.06343316103
550	0.06328168038
551	0.06325296647
552	0.06321033967
553	0.06310815664
554	0.06296617166
555	0.06293698824
556	0.0629094207
557	0.06274983724
558	0.06272392469
559	0.06269699488
560	0.06267030374
561	0.06249267578
562	0.06246399317
563	0.06231439835
564	0.06228214362
565	0.06225352361
566	0.06221000476
567	0.0621821516
568	0.06213763506
569	0.06211058397
570	0.06208129883
571	0.06190731733
572	0.06188132262
573	0.06178465623
574	0.06167007838
575	0.06162419246
576	0.06154510889
577	0.06150141007
578	0.06138689873
579	0.06135963636
580	0.06132116464
581	0.06127794315
582	0.0611430398
583	0.06111773369
584	0.06104813796
585	0.06102370825
586	0.06099087446
587	0.06086880415
588	0.06082121238
589	0.06079599234
590	0.06069693541
591	0.06065291185
592	0.06062332545
593	0.06055067796
594	0.06048047579
595	0.06045579959
596	0.06042427259
597	0.06032527043
598	0.06029863406
599	0.06015920786
600	0.06012926933
601	0.06003020066
602	0.0600047224
603	0.05997249114
604	0.05991819724
605	0.05984670003
606	0.05981883122
607	0.05973592905
608	0.05970866277
609	0.05967758179
610	0.05954828116
611	0.05939953926
612	0.0593746557
613	0.05933729123
614	0.05931294759
615	0.05928944906
616	0.05922683716
617	0.05918246538
618	0.0591592955
619	0.05909464518
620	0.05906646337
621	0.05903417343
622	0.05900970459
623	0.05898583045
624	0.0588933035
625	0.05886775481
626	0.05874511719
627	0.05871885642
628	0.05869244307
629	0.0586040399
630	0.05857971974
631	0.05855669071
632	0.05853276571
633	0.05850698618
634	0.05848181309
635	0.05845613137
636	0.05843406482
637	0.05832667424
638	0.0581587454
639	0.05812746488
640	0.05809940436
641	0.05805900378
642	0.05795123761
643	0.05791954627
644	0.05785883977
645	0.05772084554
646	0.05767947466
647	0.05759737846
648	0.05748494466
649	0.05741333008
650	0.05728284004
651	0.05726214678
652	0.05722908998
653	0.05713906313
654	0.05711616712
655	0.05703269763
656	0.05701103015
657	0.05691025954
658	0.05688864683
659	0.05686616555
660	0.056827776
661	0.05668060303
662	0.05666054359
663	0.05653346526
664	0.05644609891
665	0.05639135116
666	0.05637117044
667	0.05635066888
668	0.05630461473
669	0.05626290346
670	0.05624050043
671	0.05622001844
672	0.05612805489
673	0.05607236813
674	0.05595138159
675	0.05593210856
676	0.05585667146
677	0.05583410019
678	0.05575810359
679	0.05571373181
680	0.05556134346
681	0.05544930483
682	0.05539249518
683	0.05523043119
684	0.05515630086
685	0.05513809595
686	0.05510904165
687	0.05509134928
688	0.05506860195
689	0.05501262958
690	0.05499239408
691	0.05484281882
692	0.05478984344
693	0.05477240538
694	0.05463616787
695	0.05457501925
696	0.05454335139
697	0.05452513866
698	0.05449742244
699	0.05444291335
700	0.05442285782
701	0.05434487759
702	0.05432504116
703	0.05417344313
704	0.0541519478
705	0.05408286853
706	0.05406035594
707	0.05398993859
708	0.05389849541
709	0.05387764173
710	0.05384487446
711	0.05382512802
712	0.05376993815
713	0.05373309796
714	0.05371337108
715	0.05359815549
716	0.05357791607
717	0.05355031331
718	0.05346416376
719	0.05343792646
720	0.05332691682
721	0.05318998679
722	0.05313775478
723	0.05311844263
724	0.05310003427
725	0.05306596414
726	0.05304679284
727	0.05293901492
728	0.05292002751
729	0.05289978027
730	0.052881055
731	0.05284747001
732	0.05282852564
733	0.05280713986
734	0.05270427215
735	0.05263423822
736	0.05258507362
737	0.05256142641
738	0.05248908018
739	0.05240145561
740	0.05238203782
741	0.05231919509
742	0.05227046477
743	0.05224584726
744	0.0522126144
745	0.05214603913
746	0.05212542803
747	0.05210644844
748	0.05208416279
749	0.05206582094
750	0.05204468556
751	0.05202608157
752	0.05200804099
753	0.05197440905
754	0.05188615065
755	0.05186778533
756	0.05175756601
757	0.05165764051
758	0.05164032765
759	0.05161451291
760	0.05159883157
761	0.05157865084
762	0.05156370505
763	0.05153226021
764	0.05151194255
765	0.05149395282
766	0.05139166416
767	0.05136170999
768	0.05126041901
769	0.0511901699
770	0.05106603769
771	0.05104432326
772	0.05102315267
773	0.05099074926
774	0.05096794715
775	0.05094690567
776	0.05092466697
777	0.05090498313
778	0.050886833
779	0.05086554894
780	0.05084411621
781	0.05073800503
782	0.05071560199
783	0.05069647373
784	0.05068029942
785	0.05065800202
786	0.05059753418
787	0.0505747086
788	0.05049766736
789	0.05046245086
790	0.05042630709
791	0.05040871253
792	0.05032384628
793	0.05030017168
794	0.05027857854
795	0.05025446183
796	0.05022562663
797	0.05011855297
798	0.04995022505
799	0.0499325092
800	0.04991170639
801	0.04988244864
802	0.04986386421
803	0.04978052775
804	0.04976388393
805	0.04974164131
806	0.04968109913
807	0.04965224828
808	0.0495306866
809	0.04951307639
810	0.04949332213
811	0.04947558281
812	0.0494418648
813	0.04942252135
814	0.04939675747
815	0.04934217404
816	0.04932130471
817	0.04930501302
818	0.04920609694
819	0.04918574798
820	0.0491688342
821	0.04914843437
822	0.0490233749
823	0.04900726318
824	0.04898638994
825	0.04895679963
826	0.04894144303
827	0.04892089061
828	0.04889546321
829	0.04881807376
830	0.04879373404
831	0.04871905205
832	0.04870329637
833	0.04859366392
834	0.04854942909
835	0.0484214548
836	0.0484016575
837	0.04838630089
838	0.04836923453
839	0.04834162785
840	0.04832358336
841	0.04830384866
842	0.04827710665
843	0.04818835136
844	0.04806169168
845	0.04804271209
846	0.04801663912
847	0.04799401308
848	0.04797426664
849	0.04795527532
850	0.04794004
851	0.04780222966
852	0.04778349265
853	0.04768280812
854	0.04766327687
855	0.04763265756
856	0.04761384622
857	0.04750671387
858	0.04748429518
859	0.04746443528
860	0.04743703989
861	0.04740547376
862	0.04738659198
863	0.04734267797
864	0.04729706202
865	0.04727293748
866	0.04723091321
867	0.04721204709
868	0.04715623122
869	0.04713759985
870	0.04707244091
871	0.04705369998
872	0.04702978672
873	0.04695289416
874	0.04693463839
875	0.04691615961
876	0.04686987461
877	0.04684728378
878	0.04683070647
879	0.04681319799
880	0.04679410886
881	0.04676504282
882	0.04674471342
883	0.04669291961
884	0.04667349791
885	0.04657894037
886	0.04652179425
887	0.04640891051
888	0.04632454114
889	0.04630750607
890	0.04626593957
891	0.0462482472
892	0.04623287886
893	0.04619310428
894	0.04610997909
895	0.04603059818
896	0.04601574238
897	0.04599768223
898	0.04592447134
899	0.04589022123
900	0.04586980184
901	0.04582351293
902	0.04576979417
903	0.04574647561
904	0.04572767991
905	0.04563220684
906	0.04550800421
907	0.04548394228
908	0.04538081242
909	0.04535885933
910	0.04534271631
911	0.04532421797
912	0.04530604045
913	0.04525579208
914	0.04523951604
915	0.04518733489
916	0.04516574957
917	0.04514507196
918	0.04508374728
919	0.04506358611
920	0.04502519656
921	0.04500983605
922	0.04491855719
923	0.04477908403
924	0.04474596855
925	0.04473092104
926	0.04465124668
927	0.04461268498
928	0.04458573561
929	0.04457145104
930	0.04455575405
931	0.04453229855
932	0.04446656447
933	0.04444185697
934	0.04430252858
935	0.0442401749
936	0.04422119141
937	0.04420446151
938	0.04418823633
939	0.04417422172
940	0.04413681422
941	0.04402860984
942	0.0438965548
943	0.04388161684
944	0.04386631892
945	0.04385346241
946	0.04382326175
947	0.04379752135
948	0.04378222343
949	0.04376574003
950	0.04375014085
951	0.04373064873
952	0.04370695456
953	0.04365095872
954	0.04363854824
955	0.04361564441
956	0.04355753581
957	0.04350261199
958	0.04347377679
959	0.04345863147
960	0.04334427662
961	0.04326211
962	0.04316886315
963	0.04314304841
964	0.04310379811
965	0.04303886609
966	0.04302298913
967	0.04300177941
968	0.04292768821
969	0.04291071183
970	0.04289481921
971	0.04286805373
972	0.04285409781
973	0.04283661671
974	0.04279302744
975	0.04277655968
976	0.04267193917
977	0.04261966021
978	0.04255187988
979	0.04248962794
980	0.04242091252
981	0.04239987887
982	0.04238133357
983	0.04234660613
984	0.04233145298
985	0.04230813442
986	0.04221271221
987	0.04218643971
988	0.04217189691
989	0.04212475116
990	0.04204192333
991	0.04202203995
992	0.04200243045
993	0.04197586451
994	0.04195611416
995	0.04194632115
996	0.04189257499
997	0.04187287942
998	0.04186221392
999	0.04182847634
